QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1
MonitoringTutorialDataset_3455	False	1	0.0	1.0
MonitoringTutorialDataset_0351	False	0	0.99994	6e-05
MonitoringTutorialDataset_2473	True	1	1e-05	0.99999
MonitoringTutorialDataset_1766	False	0	0.99113	0.00887
MonitoringTutorialDataset_3381	False	1	0.00058	0.99942
MonitoringTutorialDataset_1337	True	1	0.00226	0.99774
MonitoringTutorialDataset_0857	True	0	0.60918	0.39082
MonitoringTutorialDataset_3388	False	1	0.00114	0.99886
MonitoringTutorialDataset_2861	False	0	0.99997	3e-05
MonitoringTutorialDataset_1436	True	1	1e-05	0.99999
MonitoringTutorialDataset_0069	True	1	0.0	1.0
MonitoringTutorialDataset_2342	True	1	0.0	1.0
MonitoringTutorialDataset_0045	False	0	0.99971	0.00029
MonitoringTutorialDataset_1114	True	1	0.0	1.0
MonitoringTutorialDataset_3566	True	1	3e-05	0.99997
MonitoringTutorialDataset_0183	False	1	0.00124	0.99876
MonitoringTutorialDataset_0829	True	1	0.00063	0.99937
MonitoringTutorialDataset_1018	True	1	0.00523	0.99477
MonitoringTutorialDataset_0948	True	1	0.00277	0.99723
MonitoringTutorialDataset_0511	False	0	0.99989	0.00011
MonitoringTutorialDataset_2903	False	1	0.00013	0.99987
MonitoringTutorialDataset_2910	True	1	0.00224	0.99776
MonitoringTutorialDataset_1867	True	1	0.05035	0.94965
MonitoringTutorialDataset_1474	True	1	2e-05	0.99998
MonitoringTutorialDataset_0139	False	1	0.06899	0.93101
MonitoringTutorialDataset_2355	True	1	0.0	1.0
MonitoringTutorialDataset_0862	True	1	3e-05	0.99997
MonitoringTutorialDataset_0309	False	1	0.23926	0.76074
MonitoringTutorialDataset_0266	True	1	0.0002	0.9998
MonitoringTutorialDataset_1953	False	1	0.29074	0.70926
MonitoringTutorialDataset_2215	True	0	0.71335	0.28665
MonitoringTutorialDataset_3273	False	1	8e-05	0.99992
MonitoringTutorialDataset_0063	True	1	0.0	1.0
MonitoringTutorialDataset_2624	True	1	0.0002	0.9998
MonitoringTutorialDataset_2543	True	1	0.0	1.0
MonitoringTutorialDataset_1042	True	1	0.00856	0.99144
MonitoringTutorialDataset_1406	True	1	1e-05	0.99999
MonitoringTutorialDataset_0144	True	0	0.96455	0.03545
MonitoringTutorialDataset_3529	True	1	0.13618	0.86382
MonitoringTutorialDataset_3875	True	1	0.00425	0.99575
MonitoringTutorialDataset_1578	True	1	0.0	1.0
MonitoringTutorialDataset_2093	False	1	5e-05	0.99995
MonitoringTutorialDataset_0486	False	0	0.99774	0.00226
MonitoringTutorialDataset_2829	False	0	0.69706	0.30294
MonitoringTutorialDataset_1161	False	0	0.99997	3e-05
MonitoringTutorialDataset_3695	True	1	0.0	1.0
MonitoringTutorialDataset_3689	False	0	0.99091	0.00909
MonitoringTutorialDataset_3403	False	0	1.0	0.0
MonitoringTutorialDataset_2618	False	1	0.00017	0.99983
MonitoringTutorialDataset_1487	True	1	3e-05	0.99997
MonitoringTutorialDataset_2673	True	1	0.0	1.0
MonitoringTutorialDataset_2153	True	1	1e-05	0.99999
MonitoringTutorialDataset_1822	False	0	0.9968	0.0032
MonitoringTutorialDataset_0279	True	1	0.00015	0.99985
MonitoringTutorialDataset_3155	False	0	0.95161	0.04839
MonitoringTutorialDataset_3629	True	1	0.13337	0.86663
MonitoringTutorialDataset_0358	False	0	0.99464	0.00536
MonitoringTutorialDataset_2884	True	1	0.0	1.0
MonitoringTutorialDataset_0299	False	0	0.99871	0.00129
MonitoringTutorialDataset_1073	False	1	4e-05	0.99996
MonitoringTutorialDataset_2186	True	1	0.0923	0.9077
MonitoringTutorialDataset_1950	False	1	0.01218	0.98782
MonitoringTutorialDataset_1832	False	1	0.00014	0.99986
MonitoringTutorialDataset_0415	True	1	0.01312	0.98688
MonitoringTutorialDataset_1278	True	1	3e-05	0.99997
MonitoringTutorialDataset_2323	False	0	0.98678	0.01322
MonitoringTutorialDataset_3855	False	0	0.95407	0.04593
MonitoringTutorialDataset_2638	True	0	0.69743	0.30257
MonitoringTutorialDataset_3490	True	1	0.01862	0.98138
MonitoringTutorialDataset_3924	False	1	0.05634	0.94366
MonitoringTutorialDataset_1720	False	1	4e-05	0.99996
MonitoringTutorialDataset_3071	True	0	0.83672	0.16328
MonitoringTutorialDataset_3132	True	1	0.0	1.0
MonitoringTutorialDataset_1299	False	1	0.07543	0.92457
MonitoringTutorialDataset_2974	False	0	0.99994	6e-05
MonitoringTutorialDataset_1507	True	1	0.00035	0.99965
MonitoringTutorialDataset_0670	True	1	1e-05	0.99999
MonitoringTutorialDataset_0058	True	1	0.0	1.0
MonitoringTutorialDataset_0076	False	0	0.99999	1e-05
MonitoringTutorialDataset_0368	True	1	2e-05	0.99998
MonitoringTutorialDataset_1366	True	1	0.0	1.0
MonitoringTutorialDataset_0744	True	1	0.00161	0.99839
MonitoringTutorialDataset_3628	False	0	0.99966	0.00034
MonitoringTutorialDataset_2632	True	1	0.0004	0.9996
MonitoringTutorialDataset_3565	False	1	0.0	1.0
MonitoringTutorialDataset_0705	False	0	0.81399	0.18601
MonitoringTutorialDataset_4057	False	1	1e-05	0.99999
MonitoringTutorialDataset_1330	True	1	4e-05	0.99996
MonitoringTutorialDataset_1878	True	1	0.0	1.0
MonitoringTutorialDataset_3948	False	0	0.99957	0.00043
MonitoringTutorialDataset_3322	False	0	0.99936	0.00064
MonitoringTutorialDataset_0124	False	0	0.98884	0.01116
MonitoringTutorialDataset_3248	True	1	0.0	1.0
MonitoringTutorialDataset_1149	False	0	0.97671	0.02329
MonitoringTutorialDataset_2288	False	0	0.99157	0.00843
MonitoringTutorialDataset_3429	True	1	0.0	1.0
MonitoringTutorialDataset_1174	True	1	1e-05	0.99999
MonitoringTutorialDataset_0429	True	1	7e-05	0.99993
MonitoringTutorialDataset_1483	False	0	0.99758	0.00242
MonitoringTutorialDataset_3353	True	1	0.02122	0.97878
MonitoringTutorialDataset_1135	True	1	0.0	1.0
MonitoringTutorialDataset_1414	False	0	0.69991	0.30009
MonitoringTutorialDataset_2614	True	1	0.0	1.0
MonitoringTutorialDataset_2401	True	1	0.13682	0.86318
MonitoringTutorialDataset_1056	False	1	0.00333	0.99667
MonitoringTutorialDataset_0387	False	0	0.99915	0.00085
MonitoringTutorialDataset_0030	True	1	0.01134	0.98866
MonitoringTutorialDataset_2698	True	1	0.41582	0.58418
MonitoringTutorialDataset_0203	True	0	0.99039	0.00961
MonitoringTutorialDataset_0809	True	1	0.00097	0.99903
MonitoringTutorialDataset_3973	True	1	0.0	1.0
MonitoringTutorialDataset_0790	False	0	0.99374	0.00626
MonitoringTutorialDataset_2431	True	1	0.00084	0.99916
MonitoringTutorialDataset_3460	False	0	0.98184	0.01816
MonitoringTutorialDataset_2844	True	1	3e-05	0.99997
MonitoringTutorialDataset_2722	False	1	0.0	1.0
MonitoringTutorialDataset_0478	True	1	1e-05	0.99999
MonitoringTutorialDataset_3288	True	1	0.15822	0.84178
MonitoringTutorialDataset_2164	True	1	0.00018	0.99982
MonitoringTutorialDataset_0443	False	0	0.9989	0.0011
MonitoringTutorialDataset_4077	True	1	0.0	1.0
MonitoringTutorialDataset_1718	False	1	0.1469	0.8531
MonitoringTutorialDataset_3500	False	1	0.49433	0.50567
MonitoringTutorialDataset_0192	False	0	0.99698	0.00302
MonitoringTutorialDataset_0567	False	0	0.98793	0.01207
MonitoringTutorialDataset_1298	True	1	1e-04	0.9999
MonitoringTutorialDataset_1644	True	1	0.0	1.0
MonitoringTutorialDataset_0006	False	1	0.00029	0.99971
MonitoringTutorialDataset_0439	False	0	0.99912	0.00088
MonitoringTutorialDataset_0289	False	1	0.00169	0.99831
MonitoringTutorialDataset_0733	False	0	0.9948	0.0052
MonitoringTutorialDataset_2807	True	1	1e-04	0.9999
MonitoringTutorialDataset_3488	True	1	0.0	1.0
MonitoringTutorialDataset_2245	True	1	0.0	1.0
MonitoringTutorialDataset_1373	False	1	2e-05	0.99998
MonitoringTutorialDataset_1293	False	0	0.99993	7e-05
MonitoringTutorialDataset_0842	True	1	0.0	1.0
MonitoringTutorialDataset_2080	True	1	0.00096	0.99904
MonitoringTutorialDataset_3559	True	1	0.0	1.0
MonitoringTutorialDataset_3793	True	1	0.00032	0.99968
MonitoringTutorialDataset_0194	True	1	0.00011	0.99989
MonitoringTutorialDataset_0450	True	1	0.0006	0.9994
MonitoringTutorialDataset_3923	True	1	1e-04	0.9999
MonitoringTutorialDataset_1431	True	1	0.0	1.0
MonitoringTutorialDataset_0029	False	0	0.93711	0.06289
MonitoringTutorialDataset_2984	True	1	9e-05	0.99991
MonitoringTutorialDataset_0838	True	1	1e-05	0.99999
MonitoringTutorialDataset_2677	True	1	0.48197	0.51803
MonitoringTutorialDataset_3264	True	1	0.0535	0.9465
MonitoringTutorialDataset_3530	False	0	0.99907	0.00093
MonitoringTutorialDataset_3021	False	0	0.9997	0.0003
MonitoringTutorialDataset_3258	True	1	0.00161	0.99839
MonitoringTutorialDataset_2664	True	1	0.0	1.0
MonitoringTutorialDataset_3774	False	1	0.00303	0.99697
MonitoringTutorialDataset_1807	True	1	3e-05	0.99997
MonitoringTutorialDataset_3901	False	1	0.00122	0.99878
MonitoringTutorialDataset_0932	True	1	5e-05	0.99995
MonitoringTutorialDataset_0222	True	1	0.00029	0.99971
MonitoringTutorialDataset_3600	True	1	0.0	1.0
MonitoringTutorialDataset_0720	True	1	0.00013	0.99987
MonitoringTutorialDataset_0573	True	1	0.0	1.0
MonitoringTutorialDataset_1068	True	1	0.00014	0.99986
MonitoringTutorialDataset_3449	False	1	1e-05	0.99999
MonitoringTutorialDataset_1613	True	1	0.0	1.0
MonitoringTutorialDataset_1334	True	1	0.00522	0.99478
MonitoringTutorialDataset_2124	True	0	0.83998	0.16002
MonitoringTutorialDataset_0787	False	0	0.57312	0.42688
MonitoringTutorialDataset_0080	True	1	0.26238	0.73762
MonitoringTutorialDataset_0257	True	1	0.0	1.0
MonitoringTutorialDataset_0295	True	1	0.0	1.0
MonitoringTutorialDataset_2689	False	1	0.44401	0.55599
MonitoringTutorialDataset_3778	False	1	0.0005	0.9995
MonitoringTutorialDataset_3196	False	1	0.30514	0.69486
MonitoringTutorialDataset_0812	True	1	1e-05	0.99999
MonitoringTutorialDataset_0893	True	1	0.00064	0.99936
MonitoringTutorialDataset_0912	False	1	0.0003	0.9997
MonitoringTutorialDataset_2179	True	1	0.0	1.0
MonitoringTutorialDataset_2099	False	0	0.55932	0.44068
MonitoringTutorialDataset_1740	True	1	6e-05	0.99994
MonitoringTutorialDataset_3906	True	1	0.49629	0.50371
MonitoringTutorialDataset_2916	True	1	0.0	1.0
MonitoringTutorialDataset_1173	False	0	0.99905	0.00095
MonitoringTutorialDataset_1921	True	1	0.03441	0.96559
MonitoringTutorialDataset_2202	True	1	0.00029	0.99971
MonitoringTutorialDataset_3166	False	1	0.03977	0.96023
MonitoringTutorialDataset_2791	True	1	0.00016	0.99984
MonitoringTutorialDataset_3731	False	0	0.96791	0.03209
MonitoringTutorialDataset_3503	True	1	0.07447	0.92553
MonitoringTutorialDataset_0654	True	1	0.0	1.0
MonitoringTutorialDataset_3852	False	0	0.99988	0.00012
MonitoringTutorialDataset_2758	True	1	0.00328	0.99672
MonitoringTutorialDataset_2714	True	1	0.0	1.0
MonitoringTutorialDataset_2251	True	1	2e-05	0.99998
MonitoringTutorialDataset_0411	True	1	0.00193	0.99807
MonitoringTutorialDataset_2760	True	1	1e-05	0.99999
MonitoringTutorialDataset_1041	False	0	0.99994	6e-05
MonitoringTutorialDataset_1221	False	0	0.99476	0.00524
MonitoringTutorialDataset_1491	False	1	0.0	1.0
MonitoringTutorialDataset_1746	True	1	0.0	1.0
MonitoringTutorialDataset_1498	True	1	0.02086	0.97914
MonitoringTutorialDataset_0657	True	1	9e-05	0.99991
MonitoringTutorialDataset_1003	False	1	0.00021	0.99979
MonitoringTutorialDataset_2053	True	1	0.20162	0.79838
MonitoringTutorialDataset_0776	False	0	0.8212	0.1788
MonitoringTutorialDataset_3917	True	1	0.0	1.0
MonitoringTutorialDataset_0152	False	0	0.60944	0.39056
MonitoringTutorialDataset_3880	True	1	0.00119	0.99881
MonitoringTutorialDataset_2988	False	0	0.99883	0.00117
MonitoringTutorialDataset_2249	True	1	0.0	1.0
MonitoringTutorialDataset_0102	True	1	0.00941	0.99059
MonitoringTutorialDataset_1422	True	1	2e-05	0.99998
MonitoringTutorialDataset_3652	True	1	0.0	1.0
MonitoringTutorialDataset_0239	False	1	0.34955	0.65045
MonitoringTutorialDataset_0785	False	1	0.0136	0.9864
MonitoringTutorialDataset_1947	True	1	0.0	1.0
MonitoringTutorialDataset_3512	True	1	1e-05	0.99999
MonitoringTutorialDataset_1626	False	0	0.9999	1e-04
MonitoringTutorialDataset_3370	False	0	0.98001	0.01999
MonitoringTutorialDataset_2515	False	0	0.99074	0.00926
MonitoringTutorialDataset_1922	False	1	0.00026	0.99974
MonitoringTutorialDataset_2077	True	1	5e-05	0.99995
MonitoringTutorialDataset_2570	True	1	0.00024	0.99976
MonitoringTutorialDataset_1805	True	1	1e-05	0.99999
MonitoringTutorialDataset_2942	True	1	0.0	1.0
MonitoringTutorialDataset_2846	True	1	0.0	1.0
MonitoringTutorialDataset_0807	True	0	0.99677	0.00323
MonitoringTutorialDataset_0332	True	1	1e-05	0.99999
MonitoringTutorialDataset_1514	True	0	0.92192	0.07808
MonitoringTutorialDataset_2351	True	1	0.0	1.0
MonitoringTutorialDataset_1898	True	1	0.0	1.0
MonitoringTutorialDataset_0888	False	1	0.00102	0.99898
MonitoringTutorialDataset_0816	False	1	1e-05	0.99999
MonitoringTutorialDataset_2940	True	1	0.0	1.0
MonitoringTutorialDataset_1736	True	1	1e-05	0.99999
MonitoringTutorialDataset_3224	False	0	0.99761	0.00239
MonitoringTutorialDataset_3477	False	1	3e-05	0.99997
MonitoringTutorialDataset_2127	True	0	0.93709	0.06291
MonitoringTutorialDataset_3672	True	1	0.0	1.0
MonitoringTutorialDataset_3107	False	1	4e-05	0.99996
MonitoringTutorialDataset_2989	False	0	0.99984	0.00016
MonitoringTutorialDataset_2678	True	1	0.0	1.0
MonitoringTutorialDataset_3720	True	1	0.00019	0.99981
MonitoringTutorialDataset_2345	True	1	0.0003	0.9997
MonitoringTutorialDataset_4054	True	1	0.0	1.0
MonitoringTutorialDataset_1611	False	1	0.0468	0.9532
MonitoringTutorialDataset_2115	True	1	0.0	1.0
MonitoringTutorialDataset_2110	False	0	0.99778	0.00222
MonitoringTutorialDataset_0554	False	1	1e-05	0.99999
MonitoringTutorialDataset_2898	True	1	0.0	1.0
MonitoringTutorialDataset_2866	False	0	0.99937	0.00063
MonitoringTutorialDataset_2925	True	1	8e-05	0.99992
MonitoringTutorialDataset_1967	True	1	0.0	1.0
MonitoringTutorialDataset_3946	True	1	0.0	1.0
MonitoringTutorialDataset_3392	True	1	0.0	1.0
MonitoringTutorialDataset_3940	True	1	9e-05	0.99991
MonitoringTutorialDataset_1420	True	1	1e-05	0.99999
MonitoringTutorialDataset_3173	True	1	0.00085	0.99915
MonitoringTutorialDataset_3701	False	1	0.00043	0.99957
MonitoringTutorialDataset_1032	False	1	0.00079	0.99921
MonitoringTutorialDataset_1703	True	1	0.0	1.0
MonitoringTutorialDataset_3537	False	1	0.0	1.0
MonitoringTutorialDataset_1727	True	0	0.9996	0.0004
MonitoringTutorialDataset_1281	False	0	0.95199	0.04801
MonitoringTutorialDataset_2794	True	1	0.00129	0.99871
MonitoringTutorialDataset_3953	True	1	0.01257	0.98743
MonitoringTutorialDataset_1411	True	1	0.0	1.0
MonitoringTutorialDataset_1697	False	0	0.67085	0.32915
MonitoringTutorialDataset_1027	False	1	0.40937	0.59063
MonitoringTutorialDataset_0729	True	1	0.09076	0.90924
MonitoringTutorialDataset_3853	True	1	0.0	1.0
MonitoringTutorialDataset_1503	True	1	0.0047	0.9953
MonitoringTutorialDataset_0721	True	1	0.0	1.0
MonitoringTutorialDataset_1873	True	1	0.00298	0.99702
MonitoringTutorialDataset_1071	False	1	0.00635	0.99365
MonitoringTutorialDataset_1600	True	1	0.0	1.0
MonitoringTutorialDataset_1402	True	1	0.00057	0.99943
MonitoringTutorialDataset_2338	False	1	0.09976	0.90024
MonitoringTutorialDataset_1612	False	0	0.99923	0.00077
MonitoringTutorialDataset_0346	True	1	0.04549	0.95451
MonitoringTutorialDataset_3035	False	1	0.16636	0.83364
MonitoringTutorialDataset_2670	True	1	0.04508	0.95492
MonitoringTutorialDataset_2059	True	1	0.0	1.0
MonitoringTutorialDataset_0903	True	1	1e-05	0.99999
MonitoringTutorialDataset_3347	True	1	0.0	1.0
MonitoringTutorialDataset_0764	False	0	0.90119	0.09881
MonitoringTutorialDataset_1915	True	1	0.0	1.0
MonitoringTutorialDataset_2525	False	0	0.99558	0.00442
MonitoringTutorialDataset_1480	True	1	0.0	1.0
MonitoringTutorialDataset_1393	False	0	0.99765	0.00235
MonitoringTutorialDataset_0178	False	1	0.07836	0.92164
MonitoringTutorialDataset_3876	True	1	0.00132	0.99868
MonitoringTutorialDataset_3442	True	1	1e-05	0.99999
MonitoringTutorialDataset_0871	True	1	0.0	1.0
MonitoringTutorialDataset_4056	False	0	0.99996	4e-05
MonitoringTutorialDataset_1395	False	1	0.00222	0.99778
MonitoringTutorialDataset_3518	True	1	1e-05	0.99999
MonitoringTutorialDataset_3971	True	1	0.00026	0.99974
MonitoringTutorialDataset_0025	False	0	0.99757	0.00243
MonitoringTutorialDataset_0864	True	1	0.00125	0.99875
MonitoringTutorialDataset_2223	True	1	7e-05	0.99993
MonitoringTutorialDataset_3891	True	1	0.0	1.0
MonitoringTutorialDataset_0173	False	1	6e-05	0.99994
MonitoringTutorialDataset_0949	False	1	0.00013	0.99987
MonitoringTutorialDataset_3121	True	0	0.88523	0.11477
MonitoringTutorialDataset_0331	True	1	0.0	1.0
MonitoringTutorialDataset_2104	True	1	0.00058	0.99942
MonitoringTutorialDataset_0430	True	1	0.0	1.0
MonitoringTutorialDataset_1862	False	1	0.00151	0.99849
MonitoringTutorialDataset_2066	True	0	0.81869	0.18131
MonitoringTutorialDataset_3659	False	1	0.00036	0.99964
MonitoringTutorialDataset_1468	True	1	0.0	1.0
MonitoringTutorialDataset_0479	True	1	0.00038	0.99962
MonitoringTutorialDataset_0952	True	1	0.0	1.0
MonitoringTutorialDataset_2316	True	1	0.02947	0.97053
MonitoringTutorialDataset_0798	True	1	3e-05	0.99997
MonitoringTutorialDataset_1840	True	1	0.00572	0.99428
MonitoringTutorialDataset_3557	False	1	0.00027	0.99973
MonitoringTutorialDataset_3698	True	1	0.00086	0.99914
MonitoringTutorialDataset_3824	False	1	0.01235	0.98765
MonitoringTutorialDataset_2018	True	1	0.00029	0.99971
MonitoringTutorialDataset_2918	True	1	0.01506	0.98494
MonitoringTutorialDataset_0324	False	0	0.99998	2e-05
MonitoringTutorialDataset_1321	False	1	0.0	1.0
MonitoringTutorialDataset_4028	True	1	0.04969	0.9503
MonitoringTutorialDataset_0468	True	1	0.0	1.0
MonitoringTutorialDataset_0561	False	1	0.0	1.0
MonitoringTutorialDataset_1829	False	1	0.0	1.0
MonitoringTutorialDataset_2344	True	1	4e-05	0.99996
MonitoringTutorialDataset_3054	False	0	0.99996	4e-05
MonitoringTutorialDataset_3142	True	1	7e-05	0.99993
MonitoringTutorialDataset_2825	True	1	0.0	1.0
MonitoringTutorialDataset_3975	False	1	1e-05	0.99999
MonitoringTutorialDataset_3803	True	1	0.00035	0.99965
MonitoringTutorialDataset_0061	True	1	0.0	1.0
MonitoringTutorialDataset_0969	True	1	0.01125	0.98875
MonitoringTutorialDataset_1001	False	0	0.96856	0.03144
MonitoringTutorialDataset_2131	True	1	0.0	1.0
MonitoringTutorialDataset_0254	False	1	1e-05	0.99999
MonitoringTutorialDataset_2750	True	1	0.0	1.0
MonitoringTutorialDataset_1233	True	1	0.00025	0.99975
MonitoringTutorialDataset_2915	True	1	0.0	1.0
MonitoringTutorialDataset_1916	False	0	0.99974	0.00026
MonitoringTutorialDataset_2411	False	0	0.99995	5e-05
MonitoringTutorialDataset_2619	True	1	0.00192	0.99808
MonitoringTutorialDataset_1419	True	1	0.0	1.0
MonitoringTutorialDataset_0067	False	0	0.99875	0.00125
MonitoringTutorialDataset_1844	False	0	0.99929	0.00071
MonitoringTutorialDataset_0937	True	0	0.99513	0.00487
