QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1
MonitoringTutorialDataset_1652	True	1	0.0008	0.9992
MonitoringTutorialDataset_1583	False	0	0.99017	0.00983
MonitoringTutorialDataset_2246	False	0	0.99956	0.00044
MonitoringTutorialDataset_0990	True	1	7e-05	0.99993
MonitoringTutorialDataset_0227	True	1	0.01731	0.98269
MonitoringTutorialDataset_1830	True	1	0.02449	0.97551
MonitoringTutorialDataset_1210	False	0	0.98557	0.01443
MonitoringTutorialDataset_3455	False	1	1e-04	0.9999
MonitoringTutorialDataset_0351	False	0	0.99991	9e-05
MonitoringTutorialDataset_2473	True	1	0.00091	0.99909
MonitoringTutorialDataset_1766	False	0	0.99573	0.00427
MonitoringTutorialDataset_3381	False	0	0.79049	0.20951
MonitoringTutorialDataset_1337	True	1	0.37393	0.62607
MonitoringTutorialDataset_0857	True	0	0.87853	0.12147
MonitoringTutorialDataset_3388	False	0	0.86039	0.13961
MonitoringTutorialDataset_2861	False	0	0.99992	8e-05
MonitoringTutorialDataset_1436	True	1	0.00216	0.99784
MonitoringTutorialDataset_0069	True	1	0.00152	0.99848
MonitoringTutorialDataset_2342	True	1	0.0	1.0
MonitoringTutorialDataset_0045	False	0	0.9998	0.0002
MonitoringTutorialDataset_1114	True	1	1e-05	0.99999
MonitoringTutorialDataset_3566	True	1	0.00171	0.99829
MonitoringTutorialDataset_0183	False	1	0.05437	0.94563
MonitoringTutorialDataset_0829	True	1	0.2265	0.7735
MonitoringTutorialDataset_1018	True	1	0.42602	0.57398
MonitoringTutorialDataset_0948	True	1	0.23719	0.76281
MonitoringTutorialDataset_0511	False	0	0.99996	4e-05
MonitoringTutorialDataset_2903	False	1	0.0181	0.9819
MonitoringTutorialDataset_2910	True	1	0.27282	0.72718
MonitoringTutorialDataset_1867	True	0	0.64593	0.35407
MonitoringTutorialDataset_1474	True	1	0.02536	0.97464
MonitoringTutorialDataset_0139	False	0	0.98785	0.01215
MonitoringTutorialDataset_2355	True	1	0.00171	0.99829
MonitoringTutorialDataset_0862	True	1	0.01279	0.98721
MonitoringTutorialDataset_0309	False	0	0.9921	0.0079
MonitoringTutorialDataset_0266	True	1	0.03924	0.96076
MonitoringTutorialDataset_1953	False	0	0.94785	0.05215
MonitoringTutorialDataset_2215	True	0	0.99279	0.00721
MonitoringTutorialDataset_3273	False	1	0.12993	0.87007
MonitoringTutorialDataset_0063	True	1	5e-05	0.99995
MonitoringTutorialDataset_2624	True	1	0.01062	0.98938
MonitoringTutorialDataset_2543	True	1	0.00018	0.99982
MonitoringTutorialDataset_1042	True	1	0.25661	0.74339
MonitoringTutorialDataset_1406	True	1	0.00045	0.99955
MonitoringTutorialDataset_0144	True	0	0.97346	0.02654
MonitoringTutorialDataset_3529	True	0	0.99276	0.00724
MonitoringTutorialDataset_3875	True	0	0.56484	0.43516
MonitoringTutorialDataset_1578	True	1	0.00045	0.99955
MonitoringTutorialDataset_2093	False	1	0.00643	0.99357
MonitoringTutorialDataset_0486	False	0	0.99876	0.00124
MonitoringTutorialDataset_2829	False	0	0.98023	0.01977
MonitoringTutorialDataset_1161	False	0	0.99987	0.00013
MonitoringTutorialDataset_3695	True	1	4e-05	0.99996
MonitoringTutorialDataset_3689	False	0	0.98714	0.01286
MonitoringTutorialDataset_3403	False	0	1.0	0.0
MonitoringTutorialDataset_2618	False	0	0.65253	0.34747
MonitoringTutorialDataset_1487	True	1	0.00555	0.99445
MonitoringTutorialDataset_2673	True	1	1e-04	0.9999
MonitoringTutorialDataset_2153	True	1	0.02182	0.97818
MonitoringTutorialDataset_1822	False	0	0.99797	0.00203
MonitoringTutorialDataset_0279	True	1	0.00275	0.99725
MonitoringTutorialDataset_3155	False	0	0.99032	0.00968
MonitoringTutorialDataset_3629	True	0	0.87814	0.12186
MonitoringTutorialDataset_0358	False	0	0.99696	0.00304
MonitoringTutorialDataset_2884	True	1	0.00125	0.99875
MonitoringTutorialDataset_0299	False	0	0.99842	0.00158
MonitoringTutorialDataset_1073	False	1	0.00191	0.99809
MonitoringTutorialDataset_2186	True	0	0.66751	0.33249
MonitoringTutorialDataset_1950	False	0	0.92939	0.07061
MonitoringTutorialDataset_1832	False	1	0.00643	0.99357
MonitoringTutorialDataset_0415	True	0	0.62487	0.37513
MonitoringTutorialDataset_1278	True	1	0.00299	0.99701
MonitoringTutorialDataset_2323	False	0	0.98293	0.01707
MonitoringTutorialDataset_3855	False	0	0.9959	0.0041
MonitoringTutorialDataset_2638	True	0	0.99416	0.00584
MonitoringTutorialDataset_3490	True	1	0.49552	0.50448
MonitoringTutorialDataset_3924	False	0	0.72106	0.27894
MonitoringTutorialDataset_1720	False	1	0.014	0.986
MonitoringTutorialDataset_3071	True	0	0.96736	0.03264
MonitoringTutorialDataset_3132	True	1	0.00132	0.99868
MonitoringTutorialDataset_1299	False	0	0.70983	0.29017
MonitoringTutorialDataset_2974	False	0	0.99996	4e-05
MonitoringTutorialDataset_1507	True	1	0.08198	0.91802
MonitoringTutorialDataset_0670	True	1	0.00046	0.99954
MonitoringTutorialDataset_0058	True	1	0.00051	0.99949
MonitoringTutorialDataset_0076	False	0	0.99998	2e-05
MonitoringTutorialDataset_0368	True	1	0.00264	0.99736
MonitoringTutorialDataset_1366	True	1	0.0	1.0
MonitoringTutorialDataset_0744	True	1	0.16976	0.83024
MonitoringTutorialDataset_3628	False	0	0.99963	0.00037
MonitoringTutorialDataset_2632	True	1	0.26599	0.73401
MonitoringTutorialDataset_3565	False	1	0.00681	0.99319
MonitoringTutorialDataset_0705	False	0	0.99302	0.00698
MonitoringTutorialDataset_4057	False	1	0.00731	0.99269
MonitoringTutorialDataset_1330	True	1	0.02344	0.97656
MonitoringTutorialDataset_1878	True	1	0.0005	0.9995
MonitoringTutorialDataset_3948	False	0	0.9998	0.0002
MonitoringTutorialDataset_3322	False	0	0.99969	0.00031
MonitoringTutorialDataset_0124	False	0	0.99636	0.00364
MonitoringTutorialDataset_3248	True	1	0.00021	0.99979
MonitoringTutorialDataset_1149	False	0	0.99679	0.00321
MonitoringTutorialDataset_2288	False	0	0.99072	0.00928
MonitoringTutorialDataset_3429	True	1	0.00626	0.99374
MonitoringTutorialDataset_1174	True	1	0.02387	0.97613
MonitoringTutorialDataset_0429	True	1	0.05196	0.94804
MonitoringTutorialDataset_1483	False	0	0.99818	0.00182
MonitoringTutorialDataset_3353	True	1	0.47326	0.52674
MonitoringTutorialDataset_1135	True	1	0.0	1.0
MonitoringTutorialDataset_1414	False	0	0.91599	0.08401
MonitoringTutorialDataset_2614	True	1	0.00011	0.99989
MonitoringTutorialDataset_2401	True	0	0.98078	0.01922
MonitoringTutorialDataset_1056	False	0	0.83987	0.16013
MonitoringTutorialDataset_0387	False	0	0.99878	0.00122
MonitoringTutorialDataset_0030	True	1	0.43993	0.56007
MonitoringTutorialDataset_2698	True	0	0.97221	0.02779
MonitoringTutorialDataset_0203	True	0	0.99816	0.00184
MonitoringTutorialDataset_0809	True	1	0.37479	0.62521
MonitoringTutorialDataset_3973	True	1	5e-05	0.99995
MonitoringTutorialDataset_0790	False	0	0.99958	0.00042
MonitoringTutorialDataset_2431	True	1	0.07785	0.92215
MonitoringTutorialDataset_3460	False	0	0.98398	0.01602
MonitoringTutorialDataset_2844	True	1	0.00069	0.99931
MonitoringTutorialDataset_2722	False	1	0.00042	0.99958
MonitoringTutorialDataset_0478	True	1	0.00205	0.99795
MonitoringTutorialDataset_3288	True	0	0.92022	0.07978
MonitoringTutorialDataset_2164	True	1	0.02587	0.97413
MonitoringTutorialDataset_0443	False	0	0.99833	0.00167
MonitoringTutorialDataset_4077	True	1	6e-05	0.99994
MonitoringTutorialDataset_1718	False	0	0.94971	0.05029
MonitoringTutorialDataset_3500	False	0	0.95793	0.04207
MonitoringTutorialDataset_0192	False	0	0.99683	0.00317
MonitoringTutorialDataset_0567	False	0	0.99729	0.00271
MonitoringTutorialDataset_1298	True	1	0.32007	0.67993
MonitoringTutorialDataset_1644	True	1	0.001	0.999
MonitoringTutorialDataset_0006	False	1	0.05031	0.94968
MonitoringTutorialDataset_0439	False	0	0.99973	0.00027
MonitoringTutorialDataset_0289	False	1	0.16462	0.83538
MonitoringTutorialDataset_0733	False	0	0.99669	0.00331
MonitoringTutorialDataset_2807	True	1	0.15849	0.84151
MonitoringTutorialDataset_3488	True	1	0.00015	0.99985
MonitoringTutorialDataset_2245	True	1	0.0	1.0
MonitoringTutorialDataset_1373	False	1	0.07657	0.92343
MonitoringTutorialDataset_1293	False	0	0.99993	7e-05
MonitoringTutorialDataset_0842	True	1	0.00011	0.99989
MonitoringTutorialDataset_2080	True	1	0.04258	0.95742
MonitoringTutorialDataset_3559	True	1	5e-05	0.99995
MonitoringTutorialDataset_3793	True	1	0.03868	0.96132
MonitoringTutorialDataset_0194	True	1	0.04186	0.95814
MonitoringTutorialDataset_0450	True	1	0.22982	0.77018
MonitoringTutorialDataset_3923	True	1	0.36978	0.63022
MonitoringTutorialDataset_1431	True	1	0.0036	0.9964
MonitoringTutorialDataset_0029	False	0	0.99705	0.00295
MonitoringTutorialDataset_2984	True	1	0.20758	0.79242
MonitoringTutorialDataset_0838	True	1	0.0035	0.9965
MonitoringTutorialDataset_2677	True	0	0.90233	0.09767
MonitoringTutorialDataset_3264	True	0	0.77842	0.22158
MonitoringTutorialDataset_3530	False	0	0.99889	0.00111
MonitoringTutorialDataset_3021	False	0	0.99897	0.00103
MonitoringTutorialDataset_3258	True	1	0.23804	0.76196
MonitoringTutorialDataset_2664	True	1	0.00067	0.99933
MonitoringTutorialDataset_3774	False	1	0.08081	0.91919
MonitoringTutorialDataset_1807	True	1	0.01429	0.98571
MonitoringTutorialDataset_3901	False	0	0.95184	0.04816
MonitoringTutorialDataset_0932	True	1	0.00475	0.99525
MonitoringTutorialDataset_0222	True	1	0.14639	0.85361
MonitoringTutorialDataset_3600	True	1	0.0	1.0
MonitoringTutorialDataset_0720	True	1	0.01214	0.98786
MonitoringTutorialDataset_0573	True	1	0.00012	0.99988
MonitoringTutorialDataset_1068	True	1	0.00543	0.99457
MonitoringTutorialDataset_3449	False	1	0.00367	0.99633
MonitoringTutorialDataset_1613	True	1	0.00214	0.99786
MonitoringTutorialDataset_1334	True	0	0.70199	0.29801
MonitoringTutorialDataset_2124	True	0	0.95788	0.04212
MonitoringTutorialDataset_0787	False	0	0.99631	0.00369
MonitoringTutorialDataset_0080	True	0	0.95041	0.04959
MonitoringTutorialDataset_0257	True	1	0.0	1.0
MonitoringTutorialDataset_0295	True	1	0.00035	0.99965
MonitoringTutorialDataset_2689	False	0	0.97988	0.02012
MonitoringTutorialDataset_3778	False	1	0.0254	0.9746
MonitoringTutorialDataset_3196	False	0	0.99742	0.00258
MonitoringTutorialDataset_0812	True	1	0.01667	0.98333
MonitoringTutorialDataset_0893	True	1	0.33842	0.66158
MonitoringTutorialDataset_0912	False	1	0.05904	0.94096
MonitoringTutorialDataset_2179	True	1	0.00012	0.99988
MonitoringTutorialDataset_2099	False	0	0.95946	0.04054
MonitoringTutorialDataset_1740	True	1	0.0048	0.9952
MonitoringTutorialDataset_3906	True	0	0.94809	0.05191
MonitoringTutorialDataset_2916	True	1	0.0	1.0
MonitoringTutorialDataset_1173	False	0	0.99914	0.00086
MonitoringTutorialDataset_1921	True	1	0.48251	0.51749
MonitoringTutorialDataset_2202	True	1	0.00352	0.99648
MonitoringTutorialDataset_3166	False	0	0.75372	0.24628
MonitoringTutorialDataset_2791	True	1	0.00533	0.99467
MonitoringTutorialDataset_3731	False	0	0.95557	0.04443
MonitoringTutorialDataset_3503	True	0	0.87627	0.12373
MonitoringTutorialDataset_0654	True	1	2e-05	0.99998
MonitoringTutorialDataset_3852	False	0	0.99941	0.00059
MonitoringTutorialDataset_2758	True	0	0.9509	0.0491
MonitoringTutorialDataset_2714	True	1	2e-05	0.99998
MonitoringTutorialDataset_2251	True	1	0.00159	0.99841
MonitoringTutorialDataset_0411	True	1	0.29853	0.70147
MonitoringTutorialDataset_2760	True	1	0.00246	0.99754
MonitoringTutorialDataset_1041	False	0	0.99996	4e-05
MonitoringTutorialDataset_1221	False	0	0.9954	0.0046
MonitoringTutorialDataset_1491	False	1	0.00158	0.99842
MonitoringTutorialDataset_1746	True	1	0.00029	0.99971
MonitoringTutorialDataset_1498	True	1	0.45286	0.54714
MonitoringTutorialDataset_0657	True	1	0.00931	0.99069
MonitoringTutorialDataset_1003	False	1	0.16778	0.83222
MonitoringTutorialDataset_2053	True	0	0.96601	0.03399
MonitoringTutorialDataset_0776	False	0	0.994	0.006
MonitoringTutorialDataset_3917	True	1	7e-05	0.99993
MonitoringTutorialDataset_0152	False	0	0.94194	0.05805
MonitoringTutorialDataset_3880	True	1	0.03373	0.96627
MonitoringTutorialDataset_2988	False	0	0.99905	0.00095
MonitoringTutorialDataset_2249	True	1	0.00024	0.99976
MonitoringTutorialDataset_0102	True	0	0.53635	0.46365
MonitoringTutorialDataset_1422	True	1	0.00117	0.99883
MonitoringTutorialDataset_3652	True	1	0.00071	0.99929
MonitoringTutorialDataset_0239	False	0	0.79972	0.20028
MonitoringTutorialDataset_0785	False	0	0.51256	0.48744
MonitoringTutorialDataset_1947	True	1	0.00191	0.99809
MonitoringTutorialDataset_3512	True	1	0.01929	0.98071
MonitoringTutorialDataset_1626	False	0	0.99989	0.00011
MonitoringTutorialDataset_3370	False	0	0.99007	0.00993
MonitoringTutorialDataset_2515	False	0	0.9975	0.0025
MonitoringTutorialDataset_1922	False	1	0.02504	0.97496
MonitoringTutorialDataset_2077	True	1	0.08247	0.91753
MonitoringTutorialDataset_2570	True	1	0.20274	0.79726
MonitoringTutorialDataset_1805	True	1	0.00041	0.99959
MonitoringTutorialDataset_2942	True	1	5e-05	0.99995
MonitoringTutorialDataset_2846	True	1	0.0002	0.9998
MonitoringTutorialDataset_0807	True	0	0.99828	0.00172
MonitoringTutorialDataset_0332	True	1	0.00164	0.99836
MonitoringTutorialDataset_1514	True	0	0.9895	0.0105
MonitoringTutorialDataset_2351	True	1	0.0	1.0
MonitoringTutorialDataset_1898	True	1	2e-05	0.99998
MonitoringTutorialDataset_0888	False	1	0.01316	0.98684
MonitoringTutorialDataset_0816	False	1	0.00883	0.99117
MonitoringTutorialDataset_2940	True	1	1e-05	0.99999
MonitoringTutorialDataset_1736	True	1	0.00176	0.99824
MonitoringTutorialDataset_3224	False	0	0.99503	0.00497
MonitoringTutorialDataset_3477	False	1	0.00208	0.99792
MonitoringTutorialDataset_2127	True	0	0.99291	0.00709
MonitoringTutorialDataset_3672	True	1	0.00141	0.99859
MonitoringTutorialDataset_3107	False	1	0.38312	0.61688
MonitoringTutorialDataset_2989	False	0	0.99984	0.00016
MonitoringTutorialDataset_2678	True	1	0.00014	0.99986
MonitoringTutorialDataset_3720	True	1	0.02313	0.97687
MonitoringTutorialDataset_2345	True	1	0.16168	0.83832
MonitoringTutorialDataset_4054	True	1	0.0081	0.9919
MonitoringTutorialDataset_1611	False	0	0.90236	0.09764
MonitoringTutorialDataset_2115	True	1	1e-05	0.99999
MonitoringTutorialDataset_2110	False	0	0.99644	0.00356
MonitoringTutorialDataset_0554	False	1	0.00434	0.99566
MonitoringTutorialDataset_2898	True	1	3e-05	0.99997
MonitoringTutorialDataset_2866	False	0	0.9977	0.0023
MonitoringTutorialDataset_2925	True	1	0.01939	0.98061
MonitoringTutorialDataset_1967	True	1	0.00259	0.99741
MonitoringTutorialDataset_3946	True	1	4e-05	0.99996
MonitoringTutorialDataset_3392	True	1	0.0	1.0
MonitoringTutorialDataset_3940	True	1	0.0494	0.9506
MonitoringTutorialDataset_1420	True	1	0.0392	0.9608
MonitoringTutorialDataset_3173	True	0	0.57556	0.42444
MonitoringTutorialDataset_3701	False	1	0.10963	0.89037
MonitoringTutorialDataset_1032	False	1	0.35334	0.64666
MonitoringTutorialDataset_1703	True	1	0.00032	0.99968
MonitoringTutorialDataset_3537	False	1	0.00021	0.99979
MonitoringTutorialDataset_1727	True	0	0.99965	0.00035
MonitoringTutorialDataset_1281	False	0	0.99714	0.00286
MonitoringTutorialDataset_2794	True	1	0.35557	0.64443
MonitoringTutorialDataset_3953	True	0	0.84897	0.15103
MonitoringTutorialDataset_1411	True	1	3e-05	0.99997
MonitoringTutorialDataset_1697	False	0	0.98521	0.01478
MonitoringTutorialDataset_1027	False	0	0.88312	0.11688
MonitoringTutorialDataset_0729	True	0	0.85483	0.14517
MonitoringTutorialDataset_3853	True	1	3e-05	0.99997
MonitoringTutorialDataset_1503	True	1	0.07773	0.92227
MonitoringTutorialDataset_0721	True	1	0.0027	0.9973
MonitoringTutorialDataset_1873	True	1	0.47365	0.52635
MonitoringTutorialDataset_1071	False	0	0.89593	0.10407
MonitoringTutorialDataset_1600	True	1	0.00058	0.99942
MonitoringTutorialDataset_1402	True	1	0.2684	0.7316
MonitoringTutorialDataset_2338	False	0	0.86985	0.13015
MonitoringTutorialDataset_1612	False	0	0.99967	0.00033
MonitoringTutorialDataset_0346	True	0	0.91038	0.08962
MonitoringTutorialDataset_3035	False	0	0.97643	0.02357
MonitoringTutorialDataset_2670	True	0	0.81277	0.18723
MonitoringTutorialDataset_2059	True	1	0.00027	0.99973
MonitoringTutorialDataset_0903	True	1	0.00192	0.99808
MonitoringTutorialDataset_3347	True	1	1e-05	0.99999
MonitoringTutorialDataset_0764	False	0	0.95952	0.04048
MonitoringTutorialDataset_1915	True	1	0.0	1.0
MonitoringTutorialDataset_2525	False	0	0.99858	0.00142
MonitoringTutorialDataset_1480	True	1	0.0	1.0
MonitoringTutorialDataset_1393	False	0	0.99936	0.00064
MonitoringTutorialDataset_0178	False	0	0.78527	0.21473
MonitoringTutorialDataset_3876	True	1	0.16197	0.83803
MonitoringTutorialDataset_3442	True	1	0.02448	0.97552
MonitoringTutorialDataset_0871	True	1	0.00182	0.99818
MonitoringTutorialDataset_4056	False	0	0.99998	2e-05
MonitoringTutorialDataset_1395	False	0	0.90878	0.09122
MonitoringTutorialDataset_3518	True	1	0.00199	0.99801
MonitoringTutorialDataset_3971	True	1	0.15028	0.84972
MonitoringTutorialDataset_0025	False	0	0.99811	0.00189
MonitoringTutorialDataset_0864	True	1	0.27182	0.72818
MonitoringTutorialDataset_2223	True	1	0.04376	0.95624
MonitoringTutorialDataset_3891	True	1	0.0	1.0
MonitoringTutorialDataset_0173	False	1	0.0013	0.9987
MonitoringTutorialDataset_0949	False	1	0.00543	0.99457
MonitoringTutorialDataset_3121	True	0	0.99701	0.00299
MonitoringTutorialDataset_0331	True	1	0.01026	0.98974
MonitoringTutorialDataset_2104	True	1	0.06329	0.93672
MonitoringTutorialDataset_0430	True	1	9e-05	0.99991
MonitoringTutorialDataset_1862	False	1	0.40731	0.59269
MonitoringTutorialDataset_2066	True	0	0.97719	0.02281
MonitoringTutorialDataset_3659	False	0	0.92557	0.07443
MonitoringTutorialDataset_1468	True	1	0.00013	0.99987
MonitoringTutorialDataset_0479	True	1	0.02325	0.97675
MonitoringTutorialDataset_0952	True	1	5e-05	0.99995
MonitoringTutorialDataset_2316	True	0	0.8819	0.1181
MonitoringTutorialDataset_0798	True	1	0.0018	0.9982
MonitoringTutorialDataset_1840	True	0	0.53601	0.46399
MonitoringTutorialDataset_3557	False	1	0.3926	0.6074
MonitoringTutorialDataset_3698	True	1	0.23597	0.76403
MonitoringTutorialDataset_3824	False	0	0.95886	0.04114
MonitoringTutorialDataset_2018	True	1	0.01827	0.98173
MonitoringTutorialDataset_2918	True	1	0.34921	0.65079
MonitoringTutorialDataset_0324	False	0	0.99995	5e-05
MonitoringTutorialDataset_1321	False	1	4e-05	0.99996
MonitoringTutorialDataset_4028	True	0	0.95675	0.04325
MonitoringTutorialDataset_0468	True	1	0.0	1.0
MonitoringTutorialDataset_0561	False	1	0.0776	0.9224
MonitoringTutorialDataset_1829	False	1	6e-05	0.99994
MonitoringTutorialDataset_2344	True	1	0.00408	0.99592
MonitoringTutorialDataset_3054	False	0	0.99988	0.00012
MonitoringTutorialDataset_3142	True	1	0.05481	0.94519
MonitoringTutorialDataset_2825	True	1	0.00027	0.99973
MonitoringTutorialDataset_3975	False	1	0.00636	0.99364
MonitoringTutorialDataset_3803	True	1	0.13246	0.86754
MonitoringTutorialDataset_0061	True	1	0.00133	0.99867
MonitoringTutorialDataset_0969	True	1	0.25335	0.74665
MonitoringTutorialDataset_1001	False	0	0.99743	0.00257
MonitoringTutorialDataset_2131	True	1	0.0	1.0
MonitoringTutorialDataset_0254	False	1	0.05911	0.94089
MonitoringTutorialDataset_2750	True	1	0.00021	0.99979
MonitoringTutorialDataset_1233	True	1	0.00796	0.99204
MonitoringTutorialDataset_2915	True	1	0.00258	0.99742
MonitoringTutorialDataset_1916	False	0	0.99925	0.00076
MonitoringTutorialDataset_2411	False	0	0.99996	4e-05
MonitoringTutorialDataset_2619	True	1	0.11281	0.88719
MonitoringTutorialDataset_1419	True	1	0.0	1.0
MonitoringTutorialDataset_0067	False	0	0.99941	0.00059
MonitoringTutorialDataset_1844	False	0	0.99914	0.00086
MonitoringTutorialDataset_0937	True	0	0.99686	0.00314
