QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
MonitoringTutorialDataset_1818	False	0	0.96312	0.03688	0.0
MonitoringTutorialDataset_1620	True	1	0.22276	0.77724	0.0
MonitoringTutorialDataset_3426	True	1	0.10856	0.89144	0.0
MonitoringTutorialDataset_4059	True	1	0.19165	0.80835	0.0
MonitoringTutorialDataset_2370	True	1	0.04284	0.95716	0.0
MonitoringTutorialDataset_0508	True	1	0.00523	0.99477	0.0
MonitoringTutorialDataset_2862	True	1	0.03216	0.96784	0.0
MonitoringTutorialDataset_1546	True	1	0.22409	0.77591	0.0
MonitoringTutorialDataset_4001	False	0	0.85153	0.14847	0.0
MonitoringTutorialDataset_2372	False	0	0.91333	0.08667	0.0
MonitoringTutorialDataset_0672	False	0	0.69978	0.30022	0.0
MonitoringTutorialDataset_1249	True	1	0.04761	0.95239	0.0
MonitoringTutorialDataset_1808	True	1	0.25928	0.74072	0.0
MonitoringTutorialDataset_1584	False	1	0.06228	0.93772	0.0
MonitoringTutorialDataset_3480	True	0	0.99524	0.00476	0.0
MonitoringTutorialDataset_2822	False	1	0.15104	0.84896	0.0
MonitoringTutorialDataset_3231	False	0	0.97671	0.02329	0.0
MonitoringTutorialDataset_2623	True	1	0.00829	0.99171	0.0
MonitoringTutorialDataset_2429	False	0	0.94492	0.05508	0.0
MonitoringTutorialDataset_0856	False	1	0.01188	0.98812	0.0
MonitoringTutorialDataset_1225	False	1	0.3692	0.6308	0.0
MonitoringTutorialDataset_1190	False	0	0.64871	0.35129	0.0
MonitoringTutorialDataset_3985	False	0	0.99929	0.00071	0.0
MonitoringTutorialDataset_3351	False	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2821	True	0	0.96883	0.03117	0.0
MonitoringTutorialDataset_2968	False	1	0.025	0.975	0.0
MonitoringTutorialDataset_1869	True	1	0.00155	0.99845	0.0
MonitoringTutorialDataset_1874	True	1	0.00129	0.99871	0.0
MonitoringTutorialDataset_0719	True	1	0.05273	0.94727	0.0
MonitoringTutorialDataset_3042	True	0	0.84351	0.15649	0.0
MonitoringTutorialDataset_1660	True	0	0.52424	0.47576	0.0
MonitoringTutorialDataset_3545	True	1	0.10593	0.89407	0.0
MonitoringTutorialDataset_3020	True	1	0.15721	0.84279	0.0
MonitoringTutorialDataset_3674	False	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_2985	True	1	0.13801	0.86199	0.0
MonitoringTutorialDataset_2564	True	0	0.87263	0.12737	0.0
MonitoringTutorialDataset_1399	False	0	0.99586	0.00414	0.0
MonitoringTutorialDataset_1195	False	1	0.37502	0.62498	0.0
MonitoringTutorialDataset_3841	True	0	0.96107	0.03893	0.0
MonitoringTutorialDataset_3568	True	1	0.01268	0.98732	0.0
MonitoringTutorialDataset_0297	False	0	0.53711	0.46289	0.0
MonitoringTutorialDataset_2269	True	1	0.25342	0.74658	0.0
MonitoringTutorialDataset_0958	True	1	0.01228	0.98772	0.0
MonitoringTutorialDataset_1606	False	0	0.97409	0.02591	0.0
MonitoringTutorialDataset_2114	True	1	0.00027	0.99973	0.0
MonitoringTutorialDataset_1374	True	0	0.92657	0.07343	0.0
MonitoringTutorialDataset_3664	True	1	0.15889	0.84111	0.0
MonitoringTutorialDataset_3697	True	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_2172	False	1	0.02006	0.97994	0.0
MonitoringTutorialDataset_3329	True	0	0.8635	0.1365	0.0
MonitoringTutorialDataset_1965	True	0	0.92338	0.07662	0.0
MonitoringTutorialDataset_1179	True	1	0.30926	0.69074	0.0
MonitoringTutorialDataset_2540	True	1	0.02098	0.97902	0.0
MonitoringTutorialDataset_3707	True	0	0.75946	0.24054	0.0
MonitoringTutorialDataset_1926	True	1	0.00083	0.99917	0.0
MonitoringTutorialDataset_1357	False	1	0.05187	0.94813	0.0
MonitoringTutorialDataset_3661	True	0	0.99036	0.00964	0.0
MonitoringTutorialDataset_0788	True	1	0.01941	0.98059	0.0
MonitoringTutorialDataset_3280	False	1	0.38078	0.61922	0.0
MonitoringTutorialDataset_3245	False	0	0.67339	0.32661	0.0
MonitoringTutorialDataset_3182	False	1	0.4192	0.5808	0.0
MonitoringTutorialDataset_3117	True	1	0.00549	0.99451	0.0
MonitoringTutorialDataset_0618	False	1	0.11527	0.88473	0.0
MonitoringTutorialDataset_0406	False	0	0.99797	0.00203	0.0
MonitoringTutorialDataset_3715	True	1	0.00013	0.99987	0.0
MonitoringTutorialDataset_0890	False	0	0.73072	0.26928	0.0
MonitoringTutorialDataset_2468	False	0	0.86644	0.13356	0.0
MonitoringTutorialDataset_0497	True	0	0.95628	0.04372	0.0
MonitoringTutorialDataset_2302	False	0	0.90851	0.09149	0.0
MonitoringTutorialDataset_3926	True	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_1244	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3639	False	0	0.99761	0.00239	0.0
MonitoringTutorialDataset_3536	True	0	0.73808	0.26192	0.0
MonitoringTutorialDataset_3215	True	1	0.04381	0.95619	0.0
MonitoringTutorialDataset_0866	True	1	0.49645	0.50355	0.0
MonitoringTutorialDataset_3759	True	0	0.686	0.314	0.0
MonitoringTutorialDataset_2596	True	1	0.34642	0.65358	0.0
MonitoringTutorialDataset_3415	True	1	0.00526	0.99474	0.0
MonitoringTutorialDataset_3690	True	1	0.00011	0.99989	0.0
MonitoringTutorialDataset_2755	True	1	0.00252	0.99748	0.0
MonitoringTutorialDataset_0916	False	0	0.98829	0.01171	0.0
MonitoringTutorialDataset_1088	False	0	0.99519	0.00481	0.0
MonitoringTutorialDataset_3889	False	1	0.1304	0.8696	0.0
MonitoringTutorialDataset_3274	True	1	0.07565	0.92435	0.0
MonitoringTutorialDataset_2529	False	0	0.99649	0.00351	0.0
MonitoringTutorialDataset_1302	True	1	0.08359	0.91641	0.0
MonitoringTutorialDataset_3186	True	1	0.01641	0.98359	0.0
MonitoringTutorialDataset_1505	True	1	0.00545	0.99455	0.0
MonitoringTutorialDataset_1477	False	0	0.56471	0.43529	0.0
MonitoringTutorialDataset_0493	True	0	0.84681	0.15319	0.0
MonitoringTutorialDataset_1125	True	0	0.71915	0.28085	0.0
MonitoringTutorialDataset_1404	False	1	0.20261	0.79739	0.0
MonitoringTutorialDataset_2752	False	0	0.87899	0.12101	0.0
MonitoringTutorialDataset_2893	True	1	0.0954	0.9046	0.0
MonitoringTutorialDataset_2318	True	0	0.6169	0.3831	0.0
MonitoringTutorialDataset_3941	True	0	0.881	0.119	0.0
MonitoringTutorialDataset_0584	False	1	0.0092	0.9908	0.0
MonitoringTutorialDataset_0687	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2333	True	1	0.00199	0.99801	0.0
MonitoringTutorialDataset_1608	False	0	0.65322	0.34678	0.0
MonitoringTutorialDataset_2728	False	0	0.80611	0.19389	0.0
MonitoringTutorialDataset_2279	False	0	0.77937	0.22063	0.0
MonitoringTutorialDataset_3265	True	1	0.00123	0.99877	0.0
MonitoringTutorialDataset_2356	True	0	0.98922	0.01078	0.0
MonitoringTutorialDataset_0360	True	1	0.36529	0.63471	0.0
MonitoringTutorialDataset_3718	True	0	0.77767	0.22233	0.0
MonitoringTutorialDataset_3860	False	1	0.00271	0.99729	0.0
MonitoringTutorialDataset_1677	True	0	0.64894	0.35106	0.0
MonitoringTutorialDataset_1310	True	0	0.9804	0.0196	0.0
MonitoringTutorialDataset_0800	True	1	0.13829	0.86171	0.0
MonitoringTutorialDataset_0986	True	1	0.35548	0.64452	0.0
MonitoringTutorialDataset_2576	True	1	0.21859	0.78141	0.0
MonitoringTutorialDataset_1904	True	1	0.00454	0.99546	0.0
MonitoringTutorialDataset_3139	True	1	0.11937	0.88063	0.0
MonitoringTutorialDataset_0113	True	1	0.00741	0.99259	0.0
MonitoringTutorialDataset_1241	True	1	0.18053	0.81947	0.0
MonitoringTutorialDataset_1142	True	1	0.0003	0.9997	0.0
MonitoringTutorialDataset_1825	False	1	0.25227	0.74774	0.0
MonitoringTutorialDataset_1518	False	0	0.97346	0.02654	0.0
MonitoringTutorialDataset_2789	True	1	0.00076	0.99924	0.0
MonitoringTutorialDataset_0668	True	1	0.425	0.575	0.0
MonitoringTutorialDataset_3532	False	0	0.81588	0.18412	0.0
MonitoringTutorialDataset_1364	False	0	0.99966	0.00034	0.0
MonitoringTutorialDataset_3210	False	0	0.97362	0.02638	0.0
MonitoringTutorialDataset_0383	False	1	0.00043	0.99957	0.0
MonitoringTutorialDataset_0150	False	0	0.93922	0.06078	0.0
MonitoringTutorialDataset_1451	False	0	0.81102	0.18898	0.0
MonitoringTutorialDataset_3399	False	0	0.92973	0.07027	0.0
MonitoringTutorialDataset_2924	True	1	0.00044	0.99956	0.0
MonitoringTutorialDataset_1820	True	1	0.0006	0.9994	0.0
MonitoringTutorialDataset_2772	True	1	0.0041	0.9959	0.0
MonitoringTutorialDataset_2183	True	1	0.0674	0.9326	0.0
MonitoringTutorialDataset_0489	True	1	0.00454	0.99546	0.0
MonitoringTutorialDataset_3747	False	0	0.99823	0.00177	0.0
MonitoringTutorialDataset_0690	True	1	0.1411	0.8589	0.0
MonitoringTutorialDataset_0836	False	0	0.99903	0.00097	0.0
MonitoringTutorialDataset_3001	True	1	0.16846	0.83154	0.0
MonitoringTutorialDataset_1780	True	1	0.00062	0.99938	0.0
MonitoringTutorialDataset_2981	False	1	0.03458	0.96542	0.0
MonitoringTutorialDataset_2813	True	1	0.01839	0.98161	0.0
MonitoringTutorialDataset_0118	False	0	0.99475	0.00525	0.0
MonitoringTutorialDataset_0281	False	0	0.99321	0.00679	0.0
MonitoringTutorialDataset_2392	False	0	0.9976	0.0024	0.0
MonitoringTutorialDataset_1316	False	0	0.9211	0.0789	0.0
MonitoringTutorialDataset_0968	True	1	0.12819	0.87181	0.0
MonitoringTutorialDataset_1665	True	1	0.01652	0.98348	0.0
MonitoringTutorialDataset_1905	True	0	0.81703	0.18297	0.0
MonitoringTutorialDataset_3544	True	1	0.00051	0.99949	0.0
MonitoringTutorialDataset_2112	True	0	0.97637	0.02363	0.0
MonitoringTutorialDataset_0619	True	0	0.9913	0.0087	0.0
MonitoringTutorialDataset_2020	False	1	0.00821	0.99179	0.0
MonitoringTutorialDataset_1706	False	0	0.97283	0.02717	0.0
MonitoringTutorialDataset_1801	True	1	0.15308	0.84692	0.0
MonitoringTutorialDataset_1993	True	1	0.116	0.884	0.0
MonitoringTutorialDataset_0269	True	1	0.36727	0.63273	0.0
MonitoringTutorialDataset_0300	False	0	0.91131	0.08869	0.0
MonitoringTutorialDataset_3663	False	0	0.99505	0.00495	0.0
MonitoringTutorialDataset_1472	True	1	0.21434	0.78566	0.0
MonitoringTutorialDataset_2046	True	1	0.24082	0.75918	0.0
MonitoringTutorialDataset_2008	True	1	0.00046	0.99954	0.0
MonitoringTutorialDataset_2843	True	0	0.55503	0.44497	0.0
MonitoringTutorialDataset_1525	False	0	0.98276	0.01724	0.0
MonitoringTutorialDataset_2181	True	0	0.76549	0.23451	0.0
MonitoringTutorialDataset_4019	True	1	0.44314	0.55686	0.0
MonitoringTutorialDataset_2499	True	0	0.80762	0.19238	0.0
MonitoringTutorialDataset_1269	True	0	0.85848	0.14152	0.0
MonitoringTutorialDataset_0185	True	1	0.01136	0.98864	0.0
MonitoringTutorialDataset_1797	False	1	0.27309	0.72691	0.0
MonitoringTutorialDataset_1535	True	1	0.36218	0.63782	0.0
MonitoringTutorialDataset_1273	True	1	0.04315	0.95685	0.0
MonitoringTutorialDataset_1712	False	0	0.99885	0.00115	0.0
MonitoringTutorialDataset_3383	False	1	0.00466	0.99534	0.0
MonitoringTutorialDataset_3365	False	0	0.99429	0.00571	0.0
MonitoringTutorialDataset_3705	False	1	0.00236	0.99764	0.0
MonitoringTutorialDataset_2071	False	1	0.0756	0.9244	0.0
MonitoringTutorialDataset_1748	False	1	0.25906	0.74094	0.0
MonitoringTutorialDataset_2369	True	1	0.39571	0.60429	0.0
MonitoringTutorialDataset_0902	False	1	0.00307	0.99693	0.0
MonitoringTutorialDataset_1230	True	1	0.21237	0.78763	0.0
MonitoringTutorialDataset_3552	True	1	0.08775	0.91225	0.0
MonitoringTutorialDataset_3997	True	1	0.00517	0.99483	0.0
MonitoringTutorialDataset_0754	False	0	0.98073	0.01927	0.0
MonitoringTutorialDataset_4041	False	0	0.95399	0.04601	0.0
MonitoringTutorialDataset_0311	False	0	0.98374	0.01626	0.0
MonitoringTutorialDataset_2946	False	1	0.35548	0.64452	0.0
MonitoringTutorialDataset_0306	False	1	0.25501	0.74499	0.0
MonitoringTutorialDataset_3688	True	1	0.18833	0.81167	0.0
MonitoringTutorialDataset_2364	True	0	0.52514	0.47486	0.0
MonitoringTutorialDataset_0873	True	0	0.52403	0.47597	0.0
MonitoringTutorialDataset_0514	False	1	0.12092	0.87908	0.0
MonitoringTutorialDataset_0409	True	1	0.00078	0.99922	0.0
MonitoringTutorialDataset_2282	False	1	0.00976	0.99024	0.0
MonitoringTutorialDataset_3057	False	1	0.01837	0.98163	0.0
MonitoringTutorialDataset_2509	True	0	0.67116	0.32884	0.0
MonitoringTutorialDataset_1883	True	1	0.01142	0.98858	0.0
MonitoringTutorialDataset_0552	True	1	0.246	0.754	0.0
MonitoringTutorialDataset_3783	False	0	0.98319	0.01681	0.0
MonitoringTutorialDataset_3712	True	1	0.02374	0.97626	0.0
MonitoringTutorialDataset_1925	True	0	0.95993	0.04007	0.0
MonitoringTutorialDataset_3750	True	0	0.95838	0.04162	0.0
MonitoringTutorialDataset_0316	True	1	0.00422	0.99578	0.0
MonitoringTutorialDataset_3596	False	0	0.723	0.277	0.0
MonitoringTutorialDataset_0427	False	0	0.68193	0.31807	0.0
MonitoringTutorialDataset_0105	True	1	0.03618	0.96382	0.0
MonitoringTutorialDataset_3076	True	1	0.03149	0.96851	0.0
MonitoringTutorialDataset_2163	False	0	0.92203	0.07797	0.0
MonitoringTutorialDataset_1949	False	0	0.96838	0.03162	0.0
MonitoringTutorialDataset_3623	False	1	0.12807	0.87193	0.0
MonitoringTutorialDataset_3799	True	1	0.32058	0.67942	0.0
MonitoringTutorialDataset_2334	False	0	0.99735	0.00265	0.0
MonitoringTutorialDataset_1109	True	1	0.0194	0.9806	0.0
MonitoringTutorialDataset_2405	False	0	0.80751	0.19249	0.0
MonitoringTutorialDataset_0591	True	1	0.02562	0.97438	0.0
MonitoringTutorialDataset_3935	True	0	0.98062	0.01938	0.0
MonitoringTutorialDataset_0778	False	0	0.9874	0.0126	0.0
MonitoringTutorialDataset_2633	False	1	9e-05	0.99991	0.0
MonitoringTutorialDataset_3357	True	1	0.07542	0.92458	0.0
MonitoringTutorialDataset_2347	False	0	0.99323	0.00677	0.0
MonitoringTutorialDataset_1567	True	1	7e-05	0.99993	0.0
MonitoringTutorialDataset_3433	True	1	0.05468	0.94532	0.0
MonitoringTutorialDataset_2403	True	1	0.16337	0.83663	0.0
MonitoringTutorialDataset_0273	True	1	0.0135	0.9865	0.0
MonitoringTutorialDataset_0071	True	1	0.00324	0.99676	0.0
MonitoringTutorialDataset_3992	True	0	0.97625	0.02375	0.0
MonitoringTutorialDataset_2754	False	0	0.93844	0.06156	0.0
MonitoringTutorialDataset_4036	False	0	0.90255	0.09745	0.0
MonitoringTutorialDataset_3723	True	0	0.54241	0.45759	0.0
MonitoringTutorialDataset_2665	True	1	0.00299	0.99701	0.0
MonitoringTutorialDataset_3990	True	0	0.95495	0.04505	0.0
MonitoringTutorialDataset_0526	True	1	0.33127	0.66873	0.0
MonitoringTutorialDataset_0377	False	1	0.05986	0.94014	0.0
MonitoringTutorialDataset_1559	False	1	0.2622	0.7378	0.0
MonitoringTutorialDataset_4040	False	0	0.99941	0.00059	0.0
MonitoringTutorialDataset_3722	False	0	0.98286	0.01714	0.0
MonitoringTutorialDataset_0519	True	1	0.1866	0.8134	0.0
MonitoringTutorialDataset_3285	False	1	0.01251	0.98749	0.0
MonitoringTutorialDataset_2757	False	0	0.79885	0.20115	0.0
MonitoringTutorialDataset_1083	True	1	0.49921	0.50079	0.0
MonitoringTutorialDataset_2406	False	1	0.00279	0.99721	0.0
MonitoringTutorialDataset_3957	True	1	0.14518	0.85482	0.0
MonitoringTutorialDataset_1530	True	1	0.00405	0.99595	0.0
MonitoringTutorialDataset_1410	False	1	0.08596	0.91404	0.0
MonitoringTutorialDataset_3229	True	1	0.06755	0.93246	0.0
MonitoringTutorialDataset_0083	True	1	0.04687	0.95313	0.0
MonitoringTutorialDataset_2293	False	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_1710	False	1	0.33136	0.66864	0.0
MonitoringTutorialDataset_2798	True	1	0.00889	0.99111	0.0
MonitoringTutorialDataset_0886	True	1	0.051	0.949	0.0
MonitoringTutorialDataset_2741	True	1	0.00128	0.99872	0.0
MonitoringTutorialDataset_3150	True	1	0.01436	0.98564	0.0
MonitoringTutorialDataset_3434	False	1	0.00318	0.99682	0.0
MonitoringTutorialDataset_1453	True	1	0.00168	0.99832	0.0
MonitoringTutorialDataset_3598	True	1	0.02922	0.97078	0.0
MonitoringTutorialDataset_2126	True	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_0906	True	1	0.00369	0.99631	0.0
MonitoringTutorialDataset_2994	True	1	0.00221	0.99779	0.0
MonitoringTutorialDataset_2715	True	1	0.04263	0.95737	0.0
MonitoringTutorialDataset_4002	False	1	0.00107	0.99893	0.0
MonitoringTutorialDataset_0885	False	0	0.53068	0.46932	0.0
MonitoringTutorialDataset_0917	True	1	0.35078	0.64922	0.0
MonitoringTutorialDataset_2513	True	1	0.18532	0.81468	0.0
MonitoringTutorialDataset_3378	False	0	0.8309	0.1691	0.0
MonitoringTutorialDataset_2571	True	0	0.73286	0.26714	0.0
MonitoringTutorialDataset_3052	True	0	0.53834	0.46166	0.0
MonitoringTutorialDataset_3527	False	0	0.98004	0.01996	0.0
MonitoringTutorialDataset_0277	False	0	0.6895	0.3105	0.0
MonitoringTutorialDataset_2084	True	0	0.74797	0.25203	0.0
MonitoringTutorialDataset_0571	False	0	0.96214	0.03786	0.0
MonitoringTutorialDataset_1435	True	1	0.01337	0.98663	0.0
MonitoringTutorialDataset_0993	True	0	0.96273	0.03727	0.0
MonitoringTutorialDataset_0585	True	0	0.66917	0.33083	0.0
MonitoringTutorialDataset_1349	False	0	0.77576	0.22424	0.0
MonitoringTutorialDataset_0674	True	1	0.00032	0.99968	0.0
MonitoringTutorialDataset_3621	False	0	0.50007	0.49993	0.0
MonitoringTutorialDataset_3056	False	1	0.16519	0.83481	0.0
MonitoringTutorialDataset_3226	True	1	0.03849	0.96151	0.0
MonitoringTutorialDataset_3364	True	1	0.18455	0.81545	0.0
MonitoringTutorialDataset_1247	True	1	0.23281	0.76719	0.0
MonitoringTutorialDataset_0588	False	0	0.92274	0.07726	0.0
MonitoringTutorialDataset_2129	False	0	0.76928	0.23072	0.0
MonitoringTutorialDataset_0425	False	1	0.03573	0.96427	0.0
MonitoringTutorialDataset_3391	True	0	0.97401	0.02599	0.0
MonitoringTutorialDataset_0556	False	1	0.00675	0.99325	0.0
MonitoringTutorialDataset_3614	True	1	0.0218	0.9782	0.0
MonitoringTutorialDataset_2753	True	1	0.0506	0.9494	0.0
MonitoringTutorialDataset_1193	False	0	0.92409	0.07591	0.0
MonitoringTutorialDataset_1716	False	1	0.46583	0.53417	0.0
MonitoringTutorialDataset_2761	True	0	0.60075	0.39925	0.0
MonitoringTutorialDataset_4004	True	1	0.00259	0.99741	0.0
MonitoringTutorialDataset_3193	False	0	0.99211	0.00789	0.0
MonitoringTutorialDataset_2542	True	1	0.01925	0.98075	0.0
MonitoringTutorialDataset_1591	False	1	0.10542	0.89458	0.0
MonitoringTutorialDataset_3597	True	1	0.00035	0.99965	0.0
MonitoringTutorialDataset_2162	True	0	0.86764	0.13236	0.0
MonitoringTutorialDataset_2271	False	0	0.98803	0.01197	0.0
MonitoringTutorialDataset_1137	False	0	0.98326	0.01674	0.0
MonitoringTutorialDataset_3368	True	0	0.57281	0.42719	0.0
MonitoringTutorialDataset_0453	False	1	0.08053	0.91947	0.0
MonitoringTutorialDataset_0913	False	0	0.89749	0.10251	0.0
MonitoringTutorialDataset_2725	False	1	0.47416	0.52584	0.0
MonitoringTutorialDataset_1274	True	1	0.00087	0.99913	0.0
MonitoringTutorialDataset_0983	True	1	0.009	0.991	0.0
MonitoringTutorialDataset_1418	True	0	0.53672	0.46328	0.0
MonitoringTutorialDataset_1560	True	1	0.00263	0.99737	0.0
MonitoringTutorialDataset_2594	True	0	0.93818	0.06182	0.0
MonitoringTutorialDataset_3668	True	0	0.95047	0.04953	0.0
MonitoringTutorialDataset_1640	True	1	0.46716	0.53284	0.0
MonitoringTutorialDataset_1290	False	0	0.99906	0.00094	0.0
MonitoringTutorialDataset_1380	True	0	0.64537	0.35463	0.0
MonitoringTutorialDataset_1933	True	1	0.05533	0.94467	0.0
MonitoringTutorialDataset_0579	True	0	0.79204	0.20796	0.0
MonitoringTutorialDataset_2867	False	1	0.11316	0.88684	0.0
MonitoringTutorialDataset_0849	False	1	0.00503	0.99497	0.0
MonitoringTutorialDataset_1913	False	1	0.07909	0.92091	0.0
MonitoringTutorialDataset_0053	False	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_3929	False	1	0.0029	0.9971	0.0
MonitoringTutorialDataset_1911	True	0	0.5468	0.4532	0.0
MonitoringTutorialDataset_3861	True	0	0.72699	0.27301	0.0
MonitoringTutorialDataset_1389	False	0	0.77713	0.22287	0.0
MonitoringTutorialDataset_2548	False	0	0.9993	0.0007	0.0
MonitoringTutorialDataset_1594	True	1	0.00229	0.99771	0.0
MonitoringTutorialDataset_2273	False	0	0.91511	0.08489	0.0
MonitoringTutorialDataset_1325	True	0	0.73565	0.26435	0.0
MonitoringTutorialDataset_1463	True	1	0.00815	0.99185	0.0
MonitoringTutorialDataset_3345	True	0	0.67414	0.32586	0.0
MonitoringTutorialDataset_2108	False	0	0.58729	0.41271	0.0
MonitoringTutorialDataset_2886	True	1	0.04765	0.95235	0.0
MonitoringTutorialDataset_4010	False	0	0.96779	0.03221	0.0
MonitoringTutorialDataset_2234	True	1	0.02061	0.97939	0.0
MonitoringTutorialDataset_0963	False	1	0.06332	0.93668	0.0
MonitoringTutorialDataset_3851	True	0	0.9213	0.0787	0.0
MonitoringTutorialDataset_2033	False	0	0.93777	0.06223	0.0
MonitoringTutorialDataset_2854	False	0	0.98423	0.01577	0.0
MonitoringTutorialDataset_1165	True	0	0.99215	0.00785	0.0
MonitoringTutorialDataset_2050	False	0	0.93977	0.06023	0.0
MonitoringTutorialDataset_0265	False	0	0.52714	0.47286	0.0
MonitoringTutorialDataset_3168	True	0	0.71544	0.28456	0.0
MonitoringTutorialDataset_1771	True	1	0.26731	0.73269	0.0
MonitoringTutorialDataset_4045	True	0	0.67358	0.32642	0.0
MonitoringTutorialDataset_0244	True	1	0.20302	0.79698	0.0
MonitoringTutorialDataset_3828	False	0	0.98044	0.01956	0.0
MonitoringTutorialDataset_0476	True	1	0.01594	0.98406	0.0
MonitoringTutorialDataset_3463	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_4016	True	1	0.00989	0.99011	0.0
MonitoringTutorialDataset_1804	False	0	0.85898	0.14102	0.0
MonitoringTutorialDataset_3523	True	1	0.36364	0.63636	0.0
MonitoringTutorialDataset_0738	True	1	0.00034	0.99966	0.0
MonitoringTutorialDataset_1449	True	1	0.40744	0.59256	0.0
MonitoringTutorialDataset_0015	False	1	0.02684	0.97316	0.0
MonitoringTutorialDataset_3270	False	0	0.61616	0.38384	0.0
MonitoringTutorialDataset_1194	False	0	0.50761	0.49239	0.0
MonitoringTutorialDataset_3808	True	0	0.97694	0.02306	0.0
MonitoringTutorialDataset_1121	True	1	0.29075	0.70925	0.0
MonitoringTutorialDataset_3954	False	0	0.9948	0.0052	0.0
MonitoringTutorialDataset_3742	False	0	0.77717	0.22283	0.0
MonitoringTutorialDataset_0614	True	1	0.00296	0.99704	0.0
MonitoringTutorialDataset_1466	False	0	0.99538	0.00462	0.0
MonitoringTutorialDataset_0401	True	0	0.96301	0.03699	0.0
MonitoringTutorialDataset_0934	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2419	True	0	0.52039	0.47961	0.0
MonitoringTutorialDataset_2684	False	0	0.60715	0.39285	0.0
MonitoringTutorialDataset_2676	True	1	0.00128	0.99872	0.0
MonitoringTutorialDataset_0726	False	0	0.99842	0.00158	0.0
MonitoringTutorialDataset_0826	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_1521	True	1	0.03885	0.96115	0.0
MonitoringTutorialDataset_0136	False	0	0.65457	0.34543	0.0
MonitoringTutorialDataset_3123	True	1	0.1099	0.8901	0.0
MonitoringTutorialDataset_1817	False	0	0.8478	0.1522	0.0
MonitoringTutorialDataset_3667	False	0	0.68326	0.31674	0.0
MonitoringTutorialDataset_1039	True	1	0.04796	0.95204	0.0
MonitoringTutorialDataset_3521	False	1	0.0048	0.9952	0.0
MonitoringTutorialDataset_1561	True	1	0.03843	0.96157	0.0
MonitoringTutorialDataset_3961	False	1	0.03564	0.96436	0.0
MonitoringTutorialDataset_3416	False	0	0.99984	0.00016	0.0
MonitoringTutorialDataset_2421	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3651	True	1	0.10054	0.89946	0.0
MonitoringTutorialDataset_0215	False	0	0.9112	0.0888	0.0
MonitoringTutorialDataset_3813	False	0	0.99696	0.00304	0.0
MonitoringTutorialDataset_2627	False	0	0.97376	0.02624	0.0
MonitoringTutorialDataset_0101	False	1	0.00365	0.99635	0.0
MonitoringTutorialDataset_0107	False	1	0.00467	0.99533	0.0
MonitoringTutorialDataset_2978	True	1	0.04477	0.95523	0.0
MonitoringTutorialDataset_2711	True	1	0.00011	0.99989	0.0
MonitoringTutorialDataset_2582	False	0	0.81611	0.18389	0.0
MonitoringTutorialDataset_1040	True	1	0.18631	0.81369	0.0
MonitoringTutorialDataset_2120	True	0	0.80694	0.19306	0.0
MonitoringTutorialDataset_3475	True	0	0.77319	0.22681	0.0
MonitoringTutorialDataset_2248	False	1	0.01822	0.98178	0.0
MonitoringTutorialDataset_3000	True	0	0.64916	0.35084	0.0
MonitoringTutorialDataset_3447	False	1	0.00358	0.99642	0.0
MonitoringTutorialDataset_2804	False	0	0.69438	0.30562	0.0
MonitoringTutorialDataset_0405	True	1	0.00154	0.99846	0.0
MonitoringTutorialDataset_0757	False	0	0.99163	0.00837	0.0
MonitoringTutorialDataset_1333	True	0	0.98507	0.01493	0.0
MonitoringTutorialDataset_3230	False	0	0.9884	0.0116	0.0
MonitoringTutorialDataset_2058	True	1	0.01665	0.98335	0.0
MonitoringTutorialDataset_3443	False	0	0.98161	0.01839	0.0
MonitoringTutorialDataset_0028	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_0692	False	1	0.06342	0.93658	0.0
MonitoringTutorialDataset_1386	False	0	0.95319	0.04681	0.0
MonitoringTutorialDataset_3786	True	1	0.00015	0.99985	0.0
MonitoringTutorialDataset_0701	False	1	0.24843	0.75157	0.0
MonitoringTutorialDataset_1708	True	1	0.20147	0.79853	0.0
MonitoringTutorialDataset_2040	False	1	0.2394	0.7606	0.0
MonitoringTutorialDataset_2917	True	0	0.68584	0.31416	0.0
MonitoringTutorialDataset_3649	True	0	0.94005	0.05995	0.0
MonitoringTutorialDataset_1401	True	1	0.00031	0.99969	0.0
MonitoringTutorialDataset_3991	True	1	0.00052	0.99948	0.0
MonitoringTutorialDataset_1379	False	0	0.9461	0.0539	0.0
MonitoringTutorialDataset_2089	True	0	0.89949	0.10051	0.0
